"","x"
"105","UHS US Equity"
"106","CVH US Equity"
"107","BIM FP Equity"
"108","PHST RM Equity"
"109","MITI US Equity"
"110","SN/ LN Equity"
"111","CYH US Equity"
"112","HGSI US Equity"
"113","REGN US Equity"
"114","CVD US Equity"
"115","LH US Equity"
"116","BCR US Equity"
"117","VRX CN Equity"
"118","MD US Equity"
"119","OCR US Equity"
"120","GRF SM Equity"
"121","WAT US Equity"
"122","LNCR US Equity"
"123","BKD US Equity"
"124","IPN FP Equity"
"125","COLOB DC Equity"
"126","HMA US Equity"
"127","CFN US Equity"
"128","WCRX US Equity"
"129","PLL US Equity"
"130","EXEL US Equity"
"131","RMD US Equity"
"132","NPSP US Equity"
"133","AGP US Equity"
"134","GETIB SS Equity"
"135","MTD US Equity"
"136","CHSI US Equity"
"137","NKTR US Equity"
"138","QGEN US Equity"
"139","CRL US Equity"
"140","WOOF US Equity"
"141","BMRN US Equity"
"142","HTWR US Equity"
"143","LUN DC Equity"
"144","LPNT US Equity"
"145","HLS US Equity"
"146","OMI US Equity"
"147","ENDP US Equity"
"148","ELN ID Equity"
"149","ORP FP Equity"
"150","RICHT HB Equity"
"151","IDXX US Equity"
"152","EKTAB SS Equity"
"153","MOR GR Equity"
"154","0991739D US Equity"
"155","ALKS US Equity"
"156","AMLN US Equity"
"157","DXCM US Equity"
"158","MGLN US Equity"
"159","UAM US Equity"
"160","ORNBV FH Equity"
"161","KRKG SV Equity"
"162","0967702D US Equity"
"163","VIRP FP Equity"
"164","ALM SM Equity"
"165","MEDAA SS Equity"
"166","BIO US Equity"
"167","PKI US Equity"
"168","CHE US Equity"
"169","BRKR US Equity"
"170","TECH US Equity"
"171","ALGETA NO Equity"
"172","ICLR US Equity"
"173","CNC US Equity"
"174","COO US Equity"
"175","PSSI US Equity"
"176","HRC US Equity"
"177","SOBI SS Equity"
"178","PRXL US Equity"
"179","SIRO US Equity"
"180","CCT CN Equity"
"181","DIA IM Equity"
"182","SEM US Equity"
"183","OME BB Equity"
"184","OPK US Equity"
"185","MAKO US Equity"
"186","CPHD US Equity"
"187","THOR US Equity"
"188","GN DC Equity"
"189","REC IM Equity"
"190","EBS US Equity"
"191","MEDIQ NA Equity"
"192","STE US Equity"
"193","TFX US Equity"
"194","1339679D US Equity"
"195","AMP IM Equity"
"196","SRN IM Equity"
"197","MASI US Equity"
"198","VOLC US Equity"
"199","AFX GR Equity"
"200","GENP FP Equity"
"201","1280452D CN Equity"
"202","MRX US Equity"
"203","TMH US Equity"
"204","THR BB Equity"
"205","ALGN US Equity"
"206","HAE US Equity"
"207","BTG LN Equity"
"208","IPXL US Equity"
"209","LMNX US Equity"
"210","NXTM US Equity"
"211","IART US Equity"
"212","LIVN US Equity"
"213","ABC LN Equity"
"214","MDCA FP Equity"
"215","MDCO US Equity"
"216","1248911D US Equity"
"217","DRW3 GR Equity"
"218","GHDX US Equity"
"219","PDLI US Equity"
"220","ESC US Equity"
"221","ALKB DC Equity"
"222","MOH US Equity"
"223","CYBX US Equity"
"224","WST US Equity"
"225","PODD US Equity"
"226","TECN SW Equity"
"227","MDAS US Equity"
"228","ACIBD TI Equity"
"229","BOI FP Equity"
"230","ARTC US Equity"
"231","AMRN US Equity"
"232","BIO GR Equity"
"233","GDS FP Equity"
"234","ALOG US Equity"
"235","ZOLL US Equity"
"236","QCOR US Equity"
"237","YPSN SW Equity"
"238","EXE CN Equity"
"239","EGIS HB Equity"
"240","VIVO US Equity"
"241","SYR LN Equity"
"242","DIM FP Equity"
"243","NEOG US Equity"
"244","KND US Equity"
"245","ABAX US Equity"
"246","OSSR IR Equity"
"247","KORI FP Equity"
"248","AIRM US Equity"
"249","ITGR US Equity"
"250","SRT GR Equity"
"251","HNGR US Equity"
"252","AKRX US Equity"
"253","1321686D US Equity"
"254","UDG LN Equity"
"255","CNMD US Equity"
"256","OFIX US Equity"
"257","AMSG US Equity"
"258","EVHC US Equity"
"259","PLB CN Equity"
"260","IPCM US Equity"
"261","NDN CN Equity"
"262","NHC US Equity"
"263","PBH US Equity"
"264","ENSG US Equity"
"265","DPH LN Equity"
